id,make,model,year,mileage,listing_price,url
815,Ferrari,F8 Tributo Base,2021,2564,409990,https://www.cars.com/vehicledetail/39f3e019-01e4-401a-99d0-cd8879036f48/
816,Rolls-Royce,Cullinan,2023,836,409950,https://www.cars.com/vehicledetail/b295d51c-00c3-48aa-88df-185d6e864fa3/
817,Ferrari,F8 Tributo Base,2022,1650,409900,https://www.cars.com/vehicledetail/d58de016-be69-4a85-98f3-4b2ae1fd68a4/
818,Ferrari,812 Superfast Base,2020,9117,409900,https://www.cars.com/vehicledetail/6fa6c9e7-aebb-490f-aa45-5b891d44dc25/
819,Rolls-Royce,Dawn Dawn,2021,9842,409900,https://www.cars.com/vehicledetail/91868ec1-4b3b-4ba4-8947-84933834db1a/
820,Rolls-Royce,Ghost,2023,3927,409900,https://www.cars.com/vehicledetail/9f711ec1-7b07-4d74-be14-1c735a529806/
821,Ferrari,812 Superfast,2019,4656,409900,https://www.cars.com/vehicledetail/05d45c65-2a4f-4a84-8568-3de4b8f8cbb6/
822,Ferrari,F8 Tributo Base,2022,1222,409900,https://www.cars.com/vehicledetail/8550f8db-0bb2-40b9-975c-9d9eb5a7d657/
823,Rolls-Royce,Cullinan Cullinan,2022,3057,409900,https://www.cars.com/vehicledetail/538f8991-80f0-46fe-a72d-657f29d58333/
824,Ferrari,812 Superfast Base,2019,2937,409900,https://www.cars.com/vehicledetail/ec803191-354b-4770-ba75-7bc966bc522c/
825,Ferrari,812 Superfast Base,2019,6071,409900,https://www.cars.com/vehicledetail/cf00713f-7700-4f48-a922-c13f87dc252f/
826,Rolls-Royce,Phantom,2020,11006,409895,https://www.cars.com/vehicledetail/f60d8228-14ec-47fb-842b-a34babfe4818/
827,Lamborghini,Aventador S Base,2018,10500,409800,https://www.cars.com/vehicledetail/919c7323-4db1-4630-961f-b929614a74da/
828,Rolls-Royce,Dawn Base,2018,7505,409000,https://www.cars.com/vehicledetail/fe823d0b-5878-4bb0-b06a-dbe93126173a/
829,Ferrari,812 Superfast Base,2020,7472,409000,https://www.cars.com/vehicledetail/5a0496e1-f18c-41b7-9df2-802fe3ece4ba/
830,Ferrari,F8 Tributo,2022,879,409000,https://www.cars.com/vehicledetail/dac7cb73-b811-4252-8f85-d62b1257a7a7/
831,Ferrari,F8 Tributo Base,2020,5005,409000,https://www.cars.com/vehicledetail/284453de-cfe0-44d3-9248-f5cee986da97/
832,Rolls-Royce,Ghost,2023,3585,408996,https://www.cars.com/vehicledetail/c169acfb-6345-4334-b88a-2ab66f5dd160/
833,Rolls-Royce,Cullinan Base,2022,3368,408995,https://www.cars.com/vehicledetail/e448c20b-8839-4f7b-ab8e-c3f9cdab0385/
834,Rolls-Royce,Ghost,2023,914,407996,https://www.cars.com/vehicledetail/30268fa1-40da-42b4-bfdd-77741f7e357e/
835,Ferrari,812 Superfast Base,2019,2810,405990,https://www.cars.com/vehicledetail/f48fc29a-7106-47bb-a5dd-9f3d2b66b643/
836,Mercedes-Benz,AMG GT BS,2021,240,405981,https://www.cars.com/vehicledetail/fb3ded6b-061c-4ae4-babc-30bee7b23815/
837,Lamborghini,Huracan STO Coupe,2022,948,405900,https://www.cars.com/vehicledetail/cf417601-07a9-45ba-a68b-7bccc0990c38/
838,Ferrari,F8 Tributo Base,2022,1928,405900,https://www.cars.com/vehicledetail/03c2c459-d7cc-47bf-b760-f5c1e45fb794/
839,Porsche,911 GT2 RS,2018,2334,405000,https://www.cars.com/vehicledetail/48cce981-c520-4d97-97d7-ecca08605533/
840,Ferrari,F8 Tributo Base,2021,1006,404999,https://www.cars.com/vehicledetail/e287bd98-0edf-4cc6-93c5-9d96861d9f01/
841,Ferrari,812 Superfast Base,2019,3542,404991,https://www.cars.com/vehicledetail/b8193e67-6afb-4532-9039-ca077278c86f/
842,Rolls-Royce,Ghost,2023,2209,404950,https://www.cars.com/vehicledetail/721eb7eb-e968-45cc-86ac-c122764476f0/
843,Rolls-Royce,Ghost Black Badge,2023,2391,404900,https://www.cars.com/vehicledetail/be2c6557-970b-47b7-a1d1-408e969b5078/
844,Porsche,911,2011,319,402993,https://www.cars.com/vehicledetail/68b59a06-d770-47c8-847d-8f65bfd0f172/
845,Rolls-Royce,Ghost Black Badge,2022,129,402888,https://www.cars.com/vehicledetail/fe966d69-91c6-4002-ac26-33d4f28db6d1/
846,Dodge,Challenger SRT Demon,2018,3884,400000,https://www.cars.com/vehicledetail/877c663a-c000-4a75-af53-5afc0c677bf4/
847,Ferrari,812 Superfast Base,2018,9345,400000,https://www.cars.com/vehicledetail/3d41b8c3-54d8-4020-b6be-31ccc71d444c/
848,Ferrari,F8 Tributo Base,2022,2333,400000,https://www.cars.com/vehicledetail/33f833bf-44af-4899-9e76-785e31f9e1b0/
849,Lamborghini,Urus 1-OWNER 1016 WIDE BODY VELOS WHEELS FULL PPF,2022,1382,399999,https://www.cars.com/vehicledetail/5efc6617-59aa-4e5d-9307-9a20fdc5b8df/
850,Rolls-Royce,Dawn,2018,6191,399999,https://www.cars.com/vehicledetail/42b58827-437c-4783-a82d-8d0d39d9138b/
851,Ferrari,812 Superfast Base,2018,1923,399999,https://www.cars.com/vehicledetail/71baeeee-1ff5-4eb4-8424-fedf69128b56/
852,Rolls-Royce,Cullinan Cullinan,2022,7300,399999,https://www.cars.com/vehicledetail/580d9047-d995-4c35-a14b-201d2420d157/
853,Rolls-Royce,Dawn,2021,11444,399999,https://www.cars.com/vehicledetail/25530b69-a733-4c2e-910a-134d7b652599/
854,Rolls-Royce,Ghost,2022,2623,399998,https://www.cars.com/vehicledetail/edc0d893-f2ff-4bb9-bf90-c2a6d0445667/
855,Lamborghini,Urus Performante,2023,116,399996,https://www.cars.com/vehicledetail/24654e6a-c8a1-4edf-9f49-bd8bba441b5a/
856,Rolls-Royce,Ghost,2023,2757,399996,https://www.cars.com/vehicledetail/ebc0d919-7dd2-4ec9-8691-c81a81611947/
857,Rolls-Royce,Cullinan,2022,5100,399995,https://www.cars.com/vehicledetail/2492ac22-551d-4cf2-b318-a90ca053075a/
858,Maserati,MC20 Cielo,2023,138,399995,https://www.cars.com/vehicledetail/ca306338-97eb-4375-82a3-8addac0c769b/
859,Rolls-Royce,Ghost,2023,2640,399995,https://www.cars.com/vehicledetail/b4caea6f-0458-42df-a147-175a1f26889b/
860,Lamborghini,Aventador LP700-4,2014,1912,399995,https://www.cars.com/vehicledetail/28eb79ce-bf84-42e2-8a5c-e25ed6348480/
861,Rolls-Royce,Cullinan,2022,2746,399995,https://www.cars.com/vehicledetail/f03897e6-186b-4d40-af30-507583bdee6f/
862,Porsche,911 Turbo 3.6,1996,6100,399995,https://www.cars.com/vehicledetail/4fae3d90-995f-4815-a177-a15651483296/
863,Rolls-Royce,Cullinan Base,2022,8666,399995,https://www.cars.com/vehicledetail/8f011560-78e4-45af-806d-a70eb8061047/
864,Rolls-Royce,Ghost,2022,3511,399995,https://www.cars.com/vehicledetail/7c66cca5-c94c-4d49-bb84-f1b4019b0e81/
865,Aston Martin,Vantage Base,2020,303,399995,https://www.cars.com/vehicledetail/62aed5a9-ab36-4cfb-a35e-8889b9c998bf/
866,Rolls-Royce,Phantom Base,2018,7650,399995,https://www.cars.com/vehicledetail/d78c4660-5bb6-4dd7-b2dc-110632c6671a/
867,Ferrari,F8 Tributo Base,2020,307,399995,https://www.cars.com/vehicledetail/31def6b1-b06d-41e8-b36a-614d3d026e4e/
868,Rolls-Royce,Cullinan Base,2022,1865,399993,https://www.cars.com/vehicledetail/a638495c-0154-4709-90b9-c38015d77bbc/
869,Porsche,911 GT2 RS,2018,5593,399992,https://www.cars.com/vehicledetail/bb86c073-6275-4017-881e-3ed1d618d474/
870,Porsche,911 GT2 RS,2018,1503,399991,https://www.cars.com/vehicledetail/f37b046a-ed7a-4e4c-b876-61c57aebe10c/
871,Lamborghini,Huracan STO Coupe,2022,1121,399991,https://www.cars.com/vehicledetail/2c2a6b9e-5c2a-4377-b934-68c6add6241e/
872,Rolls-Royce,Cullinan,2023,31,399991,https://www.cars.com/vehicledetail/d6cfef2f-252a-4f73-b22f-ed0efc98e939/
873,Ferrari,F8 Tributo Base,2021,1583,399990,https://www.cars.com/vehicledetail/94cf8430-3c92-4dfe-8bf0-436026555122/
874,Rolls-Royce,Phantom Drophead Coupe Drophead,2016,6899,399990,https://www.cars.com/vehicledetail/d590581c-53d2-4f6f-a422-a8d7c1fde0d7/
875,Porsche,356,1955,9011,399990,https://www.cars.com/vehicledetail/76a92607-b1b0-498e-9b95-3b03bbf5727b/
876,Porsche,911 Speedster,2019,380,399990,https://www.cars.com/vehicledetail/f6bbfd69-d209-4422-a67c-344945b4c75a/
877,Mercedes-Benz,AMG GT BS,2021,53,399990,https://www.cars.com/vehicledetail/0218f7b0-e53e-4020-804a-d408bc5c3b68/
878,Rolls-Royce,Ghost,2022,5247,399988,https://www.cars.com/vehicledetail/0db4401f-0b19-4d17-8fee-e4fd33dd130c/
879,Rolls-Royce,Cullinan,2022,1307,399950,https://www.cars.com/vehicledetail/db159dcc-9f36-47dc-a92d-b7880c7bae30/
880,Rolls-Royce,Cullinan,2022,3420,399950,https://www.cars.com/vehicledetail/adbf445f-d342-4c32-a88c-297c58bcb6ef/
881,Lamborghini,Huracan STO Base,2022,1295,399950,https://www.cars.com/vehicledetail/8473ce97-be6d-469e-acf1-9e1976976eb6/
882,Ford,GT Base,2006,10423,399950,https://www.cars.com/vehicledetail/cd09641e-58b7-4983-9a55-8f2b2ceca0f6/
883,Rolls-Royce,Dawn,2019,3903,399944,https://www.cars.com/vehicledetail/c65eb7b9-2a44-4a40-be86-ff1b15601c93/
884,DeTomaso,Mangusta,1970,15017,399900,https://www.cars.com/vehicledetail/1a59e5a3-4f69-476f-997d-04d40c095a76/
885,Rolls-Royce,Cullinan,2020,459,399900,https://www.cars.com/vehicledetail/c26191a0-451a-41ca-a65d-ec2ae5dd8605/
886,Lamborghini,Huracan Performante,2019,894,399900,https://www.cars.com/vehicledetail/2cdfcdff-912e-4f6c-8dc9-beeda51760d0/
887,Lamborghini,Huracan STO Coupe,2022,260,399900,https://www.cars.com/vehicledetail/c5c18b4f-9240-422b-a557-1368165851a9/
888,Ferrari,812 Superfast Base,2020,4812,399900,https://www.cars.com/vehicledetail/9afbbfe6-e16b-4f57-a5ca-30308a4a0d9b/
889,Ferrari,F8 Tributo Base,2022,1648,399900,https://www.cars.com/vehicledetail/e4938b27-1474-4916-a386-7d723794595f/
890,Lamborghini,Aventador LP700-4,2016,9402,399900,https://www.cars.com/vehicledetail/79cf1f12-be06-4621-8905-5d6c3f26d44f/
891,Rolls-Royce,Phantom Base,2018,8696,399900,https://www.cars.com/vehicledetail/c8a525ee-0127-443f-97aa-f42d334ff884/
892,Ferrari,F8 Tributo Base,2022,2050,399900,https://www.cars.com/vehicledetail/e1429647-9434-4836-b553-b0b25e745c84/
893,Ferrari,F8 Tributo Base,2021,3138,399900,https://www.cars.com/vehicledetail/f3c398eb-9256-4ea2-8b9a-75b96f3219fd/
894,Ferrari,F8 Tributo Base,2022,4889,399900,https://www.cars.com/vehicledetail/bcde47d9-b2e7-452f-951f-8cb030b12136/
895,Porsche,911 GT3 R,2014,3894,399900,https://www.cars.com/vehicledetail/fad5e730-c177-47f2-aecc-cb1d025b2cc9/
896,Ferrari,F8 Tributo,2022,3159,399900,https://www.cars.com/vehicledetail/9d86a1eb-96a4-4ae9-a067-577fd72ea7d6/
897,Mercedes-Benz,170,1950,783,399900,https://www.cars.com/vehicledetail/83274d5a-d0ca-4f77-86e6-baae1f86290c/
898,Ferrari,812 Superfast Base,2018,5142,399900,https://www.cars.com/vehicledetail/3443a24c-8a24-45a7-af5f-e32926f84595/
899,Porsche,911 Speedster,2019,29,399900,https://www.cars.com/vehicledetail/7fd976a1-af56-4e3f-bb16-b9481870aa93/
900,Maserati,MC20 Cielo,2023,115,399895,https://www.cars.com/vehicledetail/e64a24d5-3221-4227-a366-b9ad31ee2346/
901,Rolls-Royce,Ghost,2022,3845,399895,https://www.cars.com/vehicledetail/cfe38946-eed9-430f-a952-2965f3e82953/
902,Ferrari,812 Superfast Base,2018,8647,399888,https://www.cars.com/vehicledetail/69b560bb-f388-4f2a-b99d-b657ab2292ee/
903,Ferrari,F8 Tributo Base,2020,1105,399887,https://www.cars.com/vehicledetail/0efc0a6c-55d0-479e-a2b4-0136326c6778/
904,Rolls-Royce,Cullinan,2022,5087,399800,https://www.cars.com/vehicledetail/9c6b0f0e-f124-46d5-a5a2-59102455988a/
905,Lamborghini,Urus Performante,2023,815,399800,https://www.cars.com/vehicledetail/ec3ba2e9-2a18-4b79-b6ee-a15f0a43f7e8/
906,Ferrari,F8 Tributo Base,2022,2432,399799,https://www.cars.com/vehicledetail/5158fb92-abf9-4519-833a-7a5ef402b14f/
907,Lamborghini,Huracan STO,2023,1693,399500,https://www.cars.com/vehicledetail/24bea4da-80b6-4e56-95e3-234afcc99b73/
908,Lamborghini,Urus Performante,2023,1016,399500,https://www.cars.com/vehicledetail/462dca06-65d0-43ae-86e4-2adc1f9dfd06/
909,Mercedes-Benz,AMG G 63 4MATIC,2023,23,399500,https://www.cars.com/vehicledetail/d80bb574-ea3d-4b3c-a01d-9eb11a61ae2b/
910,Lamborghini,Huracan STO Base,2022,730,399000,https://www.cars.com/vehicledetail/3d4d2b99-576d-4943-9db1-3b3d07af9005/
911,Rolls-Royce,Cullinan,2021,4446,399000,https://www.cars.com/vehicledetail/53a44f9b-efc7-4926-9bcd-c02781d5391a/
912,Rolls-Royce,Cullinan,2022,924,399000,https://www.cars.com/vehicledetail/78fc8665-147d-4359-bde3-4aafcb4b02ce/
913,Ferrari,812 Superfast Base,2019,7374,399000,https://www.cars.com/vehicledetail/89aac72e-0527-432d-a24e-3574dd51d0f3/
914,Mercedes-Benz,AMG G 63 4MATIC,2023,10,398950,https://www.cars.com/vehicledetail/b1ade5e3-62cf-4169-8eef-363ada2a78ec/
915,Mercedes-Benz,AMG GT BS,2021,408,398900,https://www.cars.com/vehicledetail/57ad28bd-6312-4e24-904b-0b0af6833170/
916,Lamborghini,Aventador LP700-4,2015,3568,398900,https://www.cars.com/vehicledetail/a47004d4-4ec3-4ece-bd71-78de55a961dc/
917,Rolls-Royce,Dawn,2020,9492,398900,https://www.cars.com/vehicledetail/a915c30a-335e-4c8e-910f-4c637efdc0e1/
918,Lamborghini,Huracan STO Base,2023,1783,398881,https://www.cars.com/vehicledetail/40f721cd-93ac-4c4e-9087-dc52f5741732/
919,Porsche,911 GT2 RS,2018,12010,398400,https://www.cars.com/vehicledetail/faf8713a-be6a-4e0e-b254-40d0666527e0/
920,Lamborghini,Aventador LP700-4,2016,3254,397900,https://www.cars.com/vehicledetail/8888166c-ea68-403d-a066-05c94375a416/
921,Rolls-Royce,Ghost,2022,1108,397888,https://www.cars.com/vehicledetail/098ebf9b-96e8-4167-9c45-93f2d6015653/
922,Rolls-Royce,Cullinan Base,2021,5356,397777,https://www.cars.com/vehicledetail/5317d161-9062-4fee-8ec1-f61908ec2ba5/
923,Lamborghini,Aventador S Base,2018,25928,397685,https://www.cars.com/vehicledetail/c9e6c823-f59a-4172-8be7-34d4cd84eafe/
924,Aston Martin,DBS Volante,2023,1498,397086,https://www.cars.com/vehicledetail/b0698d86-c747-4b53-ac1d-c15ff1a53aee/
925,Ferrari,F8 Tributo Base,2021,2380,396990,https://www.cars.com/vehicledetail/91e51610-ad17-4f6e-baff-e79cb8e4afef/
926,Rolls-Royce,Cullinan,2022,4307,396888,https://www.cars.com/vehicledetail/47e6d71c-117a-4bcd-b74c-e43387653333/
927,Rolls-Royce,Cullinan,2022,9429,395999,https://www.cars.com/vehicledetail/b3ab6361-0a13-462d-b4af-1844dc833260/
928,Mercedes-Benz,SLR McLaren,2009,6876,395900,https://www.cars.com/vehicledetail/2dabb917-be91-4c78-b211-e0b798971d9e/
929,Lamborghini,Urus Pearl Capsule,2022,17832,395900,https://www.cars.com/vehicledetail/105848d3-051e-44fc-88a6-fef55ce9a50c/
930,Lamborghini,Huracan STO Base,2021,4806,395820,https://www.cars.com/vehicledetail/38c96264-be04-4140-94e2-004a45450832/
931,Rolls-Royce,Ghost,2022,7100,394996,https://www.cars.com/vehicledetail/60af1a5e-fe60-4f90-8c8f-2066acf62ada/
932,Rolls-Royce,Phantom,2020,12444,394996,https://www.cars.com/vehicledetail/c8ad0e2b-e664-4a33-b683-850484b48fc0/
933,Rolls-Royce,Cullinan,2023,745,394996,https://www.cars.com/vehicledetail/75ac081e-a071-42c5-9e0f-dea1b1111ae2/
934,Ferrari,F8 Tributo Base,2022,6727,394995,https://www.cars.com/vehicledetail/a51d4552-a60f-4d6b-bc01-e1b5ef1fb935/
935,Ferrari,812 Superfast Base,2020,2573,394990,https://www.cars.com/vehicledetail/d3af1820-43cc-48dc-84df-0956e796e4be/
936,Lamborghini,Huracan STO,2022,590,394951,https://www.cars.com/vehicledetail/7cc84582-21a7-4b9f-a273-940a41cc8357/
937,Rolls-Royce,Cullinan Cullinan,2022,1847,394950,https://www.cars.com/vehicledetail/2b6f0d10-b34d-478b-aec3-e43f0724ae8c/
938,Rolls-Royce,Ghost Black Badge,2022,8575,394895,https://www.cars.com/vehicledetail/84fc501d-af87-4fc1-a059-ecee5ce7b5cf/
939,Rolls-Royce,Phantom Base,2020,18710,394895,https://www.cars.com/vehicledetail/0718795b-5678-43b4-86af-668e386cd1df/
940,Rolls-Royce,Ghost,2022,2027,394886,https://www.cars.com/vehicledetail/9c27c46a-9083-4ac7-aded-13038a27d1a4/
941,Porsche,911 GT2 RS,2019,1040,394770,https://www.cars.com/vehicledetail/5848abf3-0475-4bbb-b164-c518ce65721e/
942,Rolls-Royce,Cullinan,2023,8486,394694,https://www.cars.com/vehicledetail/362f1398-0d6d-4ed3-a526-fb1fe1aa1f97/
943,Aston Martin,DBS SUPERLEGGERA TAG,2019,867,393081,https://www.cars.com/vehicledetail/7763046e-623f-410c-8baf-043103c7085a/
944,Rolls-Royce,Cullinan,2022,1976,392500,https://www.cars.com/vehicledetail/2ed1730c-d486-4758-84dd-93a8287275fb/
945,Ferrari,F8 Tributo 2DR CPE,2020,5757,392500,https://www.cars.com/vehicledetail/593ab7db-786f-450c-9115-bde8252851f7/
946,Rolls-Royce,Ghost,2022,9118,391999,https://www.cars.com/vehicledetail/dd9eaf11-4413-43c1-8d14-6c2c59f01ed4/
947,Rolls-Royce,Cullinan Base,2022,5771,391877,https://www.cars.com/vehicledetail/9c6b3fb2-6d68-44fe-b8e9-db45cf17a420/
948,Ferrari,F8 Tributo Base,2022,525,390900,https://www.cars.com/vehicledetail/ba10b8c3-b962-4329-b151-d779e01ff905/
949,Ferrari,F8 Tributo Base,2022,1700,390000,https://www.cars.com/vehicledetail/4444c877-a713-4404-8f35-47397d60d792/
950,Porsche,911 Speedster,2019,1515,390000,https://www.cars.com/vehicledetail/7c998658-f81f-4717-815b-53f4ad42381f/
951,Lamborghini,Urus Performante,2023,224,389999,https://www.cars.com/vehicledetail/1c992323-aebc-41a6-8444-8d5d3c34555d/
952,Lamborghini,Aventador LP700-4,2015,4387,389999,https://www.cars.com/vehicledetail/86dd9e0f-f1c5-42af-ac16-e45fbffb3dbd/
953,Porsche,911 GT2 RS,2018,10819,389999,https://www.cars.com/vehicledetail/4400c201-1bce-4460-b068-1cae8789853e/
954,Rolls-Royce,Cullinan,2020,33088,389998,https://www.cars.com/vehicledetail/e719f8a0-242f-4629-a0ba-263ce07ca4f8/
955,Rolls-Royce,Ghost,2023,570,389998,https://www.cars.com/vehicledetail/fd7add5e-38eb-4f80-92ea-4ebabc5ed99a/
956,Rolls-Royce,Phantom,2019,12289,389998,https://www.cars.com/vehicledetail/2340d57c-15f6-43ea-bfd2-1337463e4ea9/
957,Lamborghini,Urus Performante,2023,60,389998,https://www.cars.com/vehicledetail/5f5cbf54-e4c7-4463-a0ef-f13f5a1e8a07/
958,Rolls-Royce,Ghost,2023,4067,389996,https://www.cars.com/vehicledetail/7db78ab3-2bc8-4d37-8dbb-8978a6fce4e8/
959,Rolls-Royce,Ghost,2023,664,389996,https://www.cars.com/vehicledetail/29ffae8b-b169-4b01-bbd3-2b4d90370b8d/
960,Rolls-Royce,Ghost,2023,699,389996,https://www.cars.com/vehicledetail/3a6ee0c5-8acb-4f50-b9c9-4d440ebf9f62/
961,Rolls-Royce,Ghost,2023,3552,389996,https://www.cars.com/vehicledetail/7c9c7912-cab6-4fab-9460-dc3ddfde602a/
962,Ferrari,812 Superfast Base,2020,4495,389995,https://www.cars.com/vehicledetail/5c0995ea-e17c-49f0-8460-34a0985ceebf/
963,Lamborghini,Urus Performante,2023,3610,389995,https://www.cars.com/vehicledetail/62dba15a-529f-4325-adc8-64c03497d35d/
964,Lamborghini,Aventador,2017,13237,389995,https://www.cars.com/vehicledetail/1f573618-68ca-47ad-97d7-01ec85c775b6/
965,Ferrari,512 TR,1994,23207,389995,https://www.cars.com/vehicledetail/79b336df-a030-4468-bf59-3018879fe2e8/
966,Lamborghini,Huracan STO Base,2021,4750,389994,https://www.cars.com/vehicledetail/ae90c7e8-2a07-4cdc-8a4d-0dcfec6aadbc/
967,Mercedes-Benz,SLS AMG GT,2014,7446,389990,https://www.cars.com/vehicledetail/d39708b8-4e0f-4fef-9d73-56b3c4d675c9/
968,Mercedes-Benz,SLR McLaren SLR McLaren,2005,8365,389990,https://www.cars.com/vehicledetail/4319979b-7bfc-4980-baa3-687ee72a1122/
969,Ferrari,812 Superfast Base,2019,797,389990,https://www.cars.com/vehicledetail/644d700e-57b7-49c8-bdef-6581e5333b1d/
970,Ferrari,812 Superfast Base,2018,8330,389990,https://www.cars.com/vehicledetail/82d7a3ef-c5da-42e4-ba32-cf5387383151/
971,Lamborghini,Urus Performante,2023,42,389990,https://www.cars.com/vehicledetail/2559a7c6-8b01-43fb-9177-01a368147674/
972,Rolls-Royce,Phantom Base,2018,8455,389989,https://www.cars.com/vehicledetail/f9ad195e-4c93-402b-8838-bf741178414f/
973,Mercedes-Benz,SLS AMG GT Final Edition,2015,27,389989,https://www.cars.com/vehicledetail/87d137ea-e727-449f-901c-4f81173126d1/
974,Rolls-Royce,Cullinan,2022,4434,389988,https://www.cars.com/vehicledetail/0e801cbf-0e34-44ad-a899-70c28937e46e/
975,Ferrari,812 Superfast Base,2019,10180,389988,https://www.cars.com/vehicledetail/506304a3-4bfc-4a88-b45f-91b03f60d14d/
976,Ferrari,812 Superfast Base,2018,5068,389988,https://www.cars.com/vehicledetail/0b72437c-7305-4d45-8a2e-61ba425bde89/
977,Ferrari,812 Superfast Base,2019,1998,389988,https://www.cars.com/vehicledetail/8094d7d0-fc1e-4bd0-9f3e-6c66c7ccfd5a/
978,Lamborghini,Huracan STO,2022,1680,389951,https://www.cars.com/vehicledetail/98b11398-f20c-46b7-ad1e-ee29ec035e86/
979,Ferrari,F8 Tributo Base,2021,3845,389950,https://www.cars.com/vehicledetail/86b2bb70-a18a-477b-b8b2-a343bc72f08a/
980,Ferrari,812 Superfast Base,2019,2257,389950,https://www.cars.com/vehicledetail/b5976ce2-0d2e-4197-a3d7-3dae9314b9c4/
981,Ferrari,812 Superfast,2018,3914,389900,https://www.cars.com/vehicledetail/00e22160-974c-481e-82ea-f0d40072a831/
982,Ferrari,F8 Tributo Base,2020,2704,389900,https://www.cars.com/vehicledetail/1161cfb7-1e0f-46c9-a25c-e13ff8e7f143/
983,Rolls-Royce,Cullinan,2022,1135,389900,https://www.cars.com/vehicledetail/04eacd6d-5ede-4767-acf3-64fda244efd8/
984,Ferrari,812 Superfast Base,2018,2792,389900,https://www.cars.com/vehicledetail/cbbc7c68-e06f-4e7b-b4a0-a3c9324ea022/
985,Rolls-Royce,Cullinan Cullinan,2022,5861,389900,https://www.cars.com/vehicledetail/d8e468a0-f31c-4c09-9424-06a903334db8/
986,Rolls-Royce,Ghost,2023,266,389900,https://www.cars.com/vehicledetail/5e348329-61c4-4bce-8695-c13398d94860/
987,Rolls-Royce,Phantom,2019,19259,389900,https://www.cars.com/vehicledetail/9d96ca6c-4dd3-4c05-ae5e-0d4c468c2860/
988,Ferrari,488 Spider Base,2018,2315,389900,https://www.cars.com/vehicledetail/95363952-a830-4de7-9620-10ce455924e5/
989,Ferrari,812 Superfast Base,2020,3975,389900,https://www.cars.com/vehicledetail/1717bb95-8c85-4c51-8eb3-367b12144dde/
990,Mercedes-Benz,SLR McLaren Base (A5),2008,10955,389895,https://www.cars.com/vehicledetail/b3981f0c-d739-4af2-acdd-9f57646495e3/
991,Ferrari,812 Superfast Base,2020,7870,389888,https://www.cars.com/vehicledetail/0e414b42-30c0-4d21-a9a4-e6a1adcb5888/
992,Aston Martin,Vantage Base,2023,275,389544,https://www.cars.com/vehicledetail/ab2afe33-6b5b-4454-b9a8-95b991aed25f/
993,Lamborghini,Huracan STO Base,2022,7675,389495,https://www.cars.com/vehicledetail/b17c4afa-52da-4618-8ab8-31cd2966a1f1/
994,Rolls-Royce,Cullinan,2022,1061,389454,https://www.cars.com/vehicledetail/e6d3e0c5-e08b-4daf-9e53-f989f2f2678f/
995,Lamborghini,Aventador LP700-4,2016,8371,389000,https://www.cars.com/vehicledetail/34003598-3937-41f7-91a2-c7cbcd8757d3/
996,Mercedes-Benz,AMG GT C,2021,2353,389000,https://www.cars.com/vehicledetail/4b8c1200-b580-4f2b-8e02-2aeed36b0c61/
997,Ferrari,812 Superfast Base,2018,3005,389000,https://www.cars.com/vehicledetail/ad70b129-8de0-47db-820b-6f291470fbe5/
998,Rolls-Royce,Cullinan Base,2022,5355,388999,https://www.cars.com/vehicledetail/5db80497-8ec2-454d-88ad-98dea6cc5903/
999,Rolls-Royce,Cullinan Base,2022,6953,388977,https://www.cars.com/vehicledetail/14f9da8c-d461-4d6c-8ef5-c3656a760ac4/
1000,Porsche,911 Speedster,2019,1715,388900,https://www.cars.com/vehicledetail/1f18b43b-89ef-4bd3-80ed-e1f14fc7acb0/
1001,Lamborghini,Huracan EVO,2020,277,388900,https://www.cars.com/vehicledetail/2591d00f-1b68-4d5f-998d-1c164e5274a4/
1002,Ferrari,F8 Tributo Base,2021,7498,388888,https://www.cars.com/vehicledetail/bc58d0a9-0edf-4be3-a616-16e04449fd10/
1003,Ferrari,F8 Tributo Base,2021,3328,387992,https://www.cars.com/vehicledetail/d0a0fd32-5739-424e-8bdb-6854d4e66ecb/
1004,Rolls-Royce,Cullinan Base,2022,5050,386999,https://www.cars.com/vehicledetail/b1a982a9-b4e7-4ee2-9fad-ba804323e0e7/
1005,Ferrari,F8 Tributo Base,2021,6545,386985,https://www.cars.com/vehicledetail/07cf1a9f-40b5-4415-a429-30eab8c084dd/
1006,Ferrari,F8 Tributo Base,2021,2238,386900,https://www.cars.com/vehicledetail/3debd456-f350-475d-b5fa-63fabd206e1e/
1007,Lamborghini,Huracan STO Base,2022,7702,385995,https://www.cars.com/vehicledetail/efcd815f-b7cc-4ea1-a584-b2b06a348592/
1008,Porsche,911 GT2 RS,2018,2530,385900,https://www.cars.com/vehicledetail/e75e677a-957e-4ad9-9d0a-416defcb2676/
1009,Lamborghini,Urus Performante,2023,1180,385887,https://www.cars.com/vehicledetail/f62dec58-25db-4d7a-a544-a3be0a20d513/
1010,Rolls-Royce,Ghost,2023,2117,385000,https://www.cars.com/vehicledetail/f0fb2718-958d-4b15-9999-babf39a72a82/
1011,Lamborghini,Huracan EVO Base,2023,780,385000,https://www.cars.com/vehicledetail/aacb6378-9b18-47bb-8401-6f386ec9b37a/
1012,Rolls-Royce,Phantom,2019,9363,385000,https://www.cars.com/vehicledetail/2a8de9c2-ea0d-4a3e-87e3-91ab12117c6e/
1013,Porsche,911 GT2 RS,2018,2656,385000,https://www.cars.com/vehicledetail/0cc8b39b-c437-421b-bd2a-355a5fa696c0/
