id,make,model,year,mileage,listing_price,url
415,Mercedes-Benz,AMG G 63 4x4 Squared,2022,176,515000,https://www.cars.com/vehicledetail/35de73d1-2937-46e7-acab-ddcd7275c7d9/
416,Ferrari,F8 Spider Base,2022,663,514950,https://www.cars.com/vehicledetail/a928724e-c2b1-41a6-997c-4b917890cf7c/
417,Ferrari,F8 Spider Base,2022,1107,514895,https://www.cars.com/vehicledetail/f9e8e191-6d8d-4c54-8019-1adfa51bcd5a/
418,Ford,GT Base,2006,572,509991,https://www.cars.com/vehicledetail/1358d347-04ef-4400-bf32-76420c2fffba/
419,Ferrari,488 Pista Base,2020,14426,509989,https://www.cars.com/vehicledetail/b3a2be40-7baa-4050-ad8b-8246e8103022/
420,McLaren,765LT Base,2021,4140,509981,https://www.cars.com/vehicledetail/0321ec56-cb8c-48e9-8705-6a81b682cf5c/
421,Ferrari,296 GTB Base,2023,317,509900,https://www.cars.com/vehicledetail/9eaaa4c5-4173-4825-b802-ed6c7a37058c/
422,Ferrari,F8 Spider Base,2022,1319,509900,https://www.cars.com/vehicledetail/0cbf401a-abe3-46d5-a5b2-44cc87e582c5/
423,Ferrari,F8 Spider Base,2022,1818,509800,https://www.cars.com/vehicledetail/94ac96ea-2d6d-4856-8a58-4e6dbda353f1/
424,Porsche,911 Sport Classic,2023,103,505992,https://www.cars.com/vehicledetail/25c749f6-db90-46ea-b6b7-df24cdfc356c/
425,Ferrari,488 Pista Base,2019,5422,505000,https://www.cars.com/vehicledetail/44470784-64f7-4e84-9a08-bcf2e4e3962c/
426,Ferrari,488 Pista Base,2020,4170,500000,https://www.cars.com/vehicledetail/f8d4432a-6d09-48ff-baa3-77fcaa7494ba/
427,Lamborghini,Huracan STO Base,2021,8419,499999,https://www.cars.com/vehicledetail/524fe03a-8d07-4eee-9f67-f3ba9f95251a/
428,Mercedes-Benz,SLR McLaren Base,2006,2801,499999,https://www.cars.com/vehicledetail/050d5ed2-1fc2-4108-83ed-73c98e8b6b0c/
429,Ferrari,F8 Spider Base,2022,696,499999,https://www.cars.com/vehicledetail/0bf5453c-d881-436f-a90f-fa88f2c8ce06/
430,Lamborghini,Aventador S Base,2018,6923,499999,https://www.cars.com/vehicledetail/6613ff7c-8aeb-40d9-9beb-0eb08a4e1c37/
431,Ferrari,F8 Spider Base,2021,1601,499999,https://www.cars.com/vehicledetail/30ce17c5-d3be-4458-9c1b-685fc5a75b4c/
432,Lamborghini,Huracan STO,2023,725,499998,https://www.cars.com/vehicledetail/29ee7564-a7a0-40da-ae51-32cbc8a0f700/
433,Rolls-Royce,Cullinan Base,2022,1466,499996,https://www.cars.com/vehicledetail/e8a59149-0593-4419-84c7-cae28f43a492/
434,Mercedes-Benz,AMG G 63 4x4 Squared,2023,112,499996,https://www.cars.com/vehicledetail/f09fec41-e7ed-4661-8b8c-585e95dc8ad6/
435,Mercedes-Benz,AMG G 63 4x4 Squared,2023,19,499996,https://www.cars.com/vehicledetail/5b63a715-e555-4dbd-af7e-7a9f052ab9dd/
436,Mercedes-Benz,AMG G 63 4x4 Squared,2023,25,499996,https://www.cars.com/vehicledetail/a0dcfbaf-b150-4b53-a0a7-7b7248c3a250/
437,McLaren,765LT Base,2021,521,499995,https://www.cars.com/vehicledetail/ca28179c-d1e4-4af2-aa26-6c99c9b46cdf/
438,Ferrari,296 GTB Base,2022,849,499995,https://www.cars.com/vehicledetail/9689d906-6891-4d4f-bce4-babed6b6e361/
439,Ferrari,488 Pista Base,2020,13971,499995,https://www.cars.com/vehicledetail/f7985407-960c-4969-8c29-16c28b3ec837/
440,Rolls-Royce,Cullinan,2022,2537,499990,https://www.cars.com/vehicledetail/279f2959-7325-42d9-b339-85500db25af2/
441,Ferrari,F8 Spider Base,2022,479,499990,https://www.cars.com/vehicledetail/1e1351f4-89f8-4e58-bd57-53fa7a99ef0a/
442,Mercedes-Benz,SLR McLaren Base,2006,819,499989,https://www.cars.com/vehicledetail/901d264e-df35-4fc2-9294-ec39bf53c43a/
443,Ferrari,F8 Spider Base,2022,2843,499988,https://www.cars.com/vehicledetail/6c998706-9500-4a7a-b91a-eed664c18aac/
444,McLaren,765LT Base,2021,5349,499981,https://www.cars.com/vehicledetail/9b9fc907-3037-468a-aed5-4c575288d76e/
445,Lamborghini,Aventador LP750-4 Superveloce,2016,7550,499980,https://www.cars.com/vehicledetail/3dbe86ec-c739-449b-815f-d5eb109a8746/
446,Ford,GT Base,2005,624,499950,https://www.cars.com/vehicledetail/a8911271-c52a-4367-a0ad-335e51ca2b46/
447,Rolls-Royce,Cullinan Black Badge,2023,1957,499950,https://www.cars.com/vehicledetail/91e75dee-b08e-44d2-9b9f-6aac8d8c6a51/
448,Ferrari,F8 Spider Base,2023,401,499900,https://www.cars.com/vehicledetail/cfaa1051-ac16-463b-8dbf-fda21cc56a0a/
449,Porsche,911 GT3 RSR,2007,11350,499900,https://www.cars.com/vehicledetail/efb210f5-c75a-4a88-ac8a-0eca67dc6ef1/
450,Porsche,911 Turbo,1991,12275,499900,https://www.cars.com/vehicledetail/b2b9b942-0bee-4e66-a648-d369bdd4afa3/
451,Porsche,911 GT3 RS,2023,102,499900,https://www.cars.com/vehicledetail/4ed83bb8-7765-4135-bb92-55f076d77dfa/
452,Ferrari,488 Pista Base,2020,7111,499900,https://www.cars.com/vehicledetail/582acfcd-d544-4012-ba0c-133352ce7b58/
453,Ferrari,296 GTB in Bianco Avus,2022,361,499900,https://www.cars.com/vehicledetail/7b238302-0f2d-4b98-a887-ce717324f853/
454,Ferrari,F8 Spider Base,2021,3031,499888,https://www.cars.com/vehicledetail/818e9ef0-d52c-4572-9286-9564ea301047/
455,Porsche,924 GTR,1981,71,499888,https://www.cars.com/vehicledetail/8818f8cd-0d44-4286-b6ec-89ce0c0547b7/
456,Ferrari,458 Speciale Base,2015,7910,499800,https://www.cars.com/vehicledetail/a93b0de2-8627-4548-863a-e928d92a5cb6/
457,Ford,GT Base,2006,1348,499800,https://www.cars.com/vehicledetail/6db3fece-2aab-4625-ae7b-1ad3ae029460/
458,Rolls-Royce,Phantom EWB,2018,2883,499500,https://www.cars.com/vehicledetail/44eb1736-9e36-40e4-a256-20785b5efec6/
459,Mercedes-Benz,AMG G 63 Base,2020,1028,499500,https://www.cars.com/vehicledetail/92f103bd-8a5f-4ea8-abb7-f256b3d6a76e/
460,Mercedes-Benz,AMG GT BS,2021,610,499500,https://www.cars.com/vehicledetail/e8cd55c8-c412-4205-81aa-c4eab80d7e6f/
461,Mercedes-Benz,AMG G 63 4MATIC,2023,24,499500,https://www.cars.com/vehicledetail/3da6ab11-821c-4cd9-9423-010202bce97b/
462,Rolls-Royce,Phantom,2021,1380,499450,https://www.cars.com/vehicledetail/9566c1d2-02e8-4d3b-8d63-c76f7466ea81/
463,Lamborghini,Aventador S Base,2018,3137,499000,https://www.cars.com/vehicledetail/cf5f92fb-5276-4b99-8c76-b943be0a238f/
464,Mercedes-Benz,AMG G 63 AMG G 63 4x4 Squared SUV,2022,147,499000,https://www.cars.com/vehicledetail/ade0050e-33de-43f1-b0f3-e236ed282164/
465,Ferrari,F8 Spider,2022,355,499000,https://www.cars.com/vehicledetail/08bb2037-a8c6-47c5-a4c1-93f5a7bdd480/
466,Ferrari,F8 Spider,2022,600,499000,https://www.cars.com/vehicledetail/e4c50768-0495-4788-87d4-856eda2c8dc4/
467,Ferrari,F8 Spider Base,2022,730,499000,https://www.cars.com/vehicledetail/b0871f8e-f0b9-486c-b207-16250a1fe88f/
468,Ferrari,812 Superfast,2021,3000,499000,https://www.cars.com/vehicledetail/4b5d925f-da41-49bf-8be7-543ba57aae1e/
469,Ferrari,296 GTB,2023,491,499000,https://www.cars.com/vehicledetail/a517c56e-577b-4deb-b467-c876bdfe2b02/
470,Mercedes-Benz,SLS AMG GT Final Edition,2015,880,498900,https://www.cars.com/vehicledetail/025c59f6-65dd-45b7-a34f-f1cf2b7b5133/
471,Mercedes-Benz,AMG G 63 4x4 Squared,2023,22,498500,https://www.cars.com/vehicledetail/46364885-e84f-4a92-868d-571255b880e9/
472,Rolls-Royce,Cullinan BADGE,2023,4780,497544,https://www.cars.com/vehicledetail/c8ca2ee2-598b-4093-8175-15f309d99488/
473,Rolls-Royce,Cullinan BADGE,2023,406,497495,https://www.cars.com/vehicledetail/0d51a525-c9c2-4b94-9e60-150ae40c35a6/
474,Rolls-Royce,Cullinan,2022,3686,496998,https://www.cars.com/vehicledetail/5d71786c-1484-4a21-a0d7-e4e5a738553d/
475,Mercedes-Benz,AMG G 63 4MATIC,2021,984,495900,https://www.cars.com/vehicledetail/842e5fb3-126b-43a7-8da4-3b2bb417ed40/
476,Ferrari,F8 Spider,2022,658,495900,https://www.cars.com/vehicledetail/ac1344b2-3ada-4bdf-ba64-c7740e789461/
477,Ford,GT,2005,159,495900,https://www.cars.com/vehicledetail/37cdf6ab-91eb-476b-84ba-16844c8e1c65/
478,Ford,Mustang Shelby GT Shelby GT,1968,9627,495000,https://www.cars.com/vehicledetail/15811fb0-9d8e-4085-8581-d9152815a409/
479,Ferrari,F8 Tributo,2022,457,495000,https://www.cars.com/vehicledetail/7742608e-907a-437b-892b-a0ca59bf4ae1/
480,Porsche,911 GT3 RS,2023,2290,494890,https://www.cars.com/vehicledetail/096eefb2-1f45-4ccc-829b-43b8182f4d71/
481,Lamborghini,Aventador S Base,2018,5858,491836,https://www.cars.com/vehicledetail/1a8edff3-0800-43e5-90e1-440604caee3c/
482,Rolls-Royce,Cullinan BADGE,2023,630,491250,https://www.cars.com/vehicledetail/4c6b63ff-eb38-4084-8786-b274894366ad/
483,Rolls-Royce,Phantom,2022,2970,490000,https://www.cars.com/vehicledetail/bcf11f00-5b2b-4512-a9a7-f2d19837f5ea/
484,Mercedes-Benz,AMG G 63 4x4 Squared,2023,23,489999,https://www.cars.com/vehicledetail/b37e3dde-31e3-4aa4-ac59-0e8b85a6082c/
485,Mercedes-Benz,AMG G 63 4x4 Squared,2023,18,489998,https://www.cars.com/vehicledetail/c5bb22b2-6168-4e17-a0e6-065a1cf51df2/
486,McLaren,765LT Base,2021,5833,489996,https://www.cars.com/vehicledetail/c2bd9e53-1a34-4cc9-903a-6ecc95d2413e/
487,Dodge,Viper GTC,2017,1389,489995,https://www.cars.com/vehicledetail/736ece37-280f-4eaf-b682-a146ef130f07/
488,Rolls-Royce,Cullinan BADGE,2023,3236,489995,https://www.cars.com/vehicledetail/8351ed87-c39e-41aa-8aee-7c2e82ea63e2/
489,Ferrari,488 Pista Base,2019,3122,489994,https://www.cars.com/vehicledetail/9e0bb940-7ab2-4598-872e-3ceaa70ce9f8/
490,Ferrari,F8 Spider Base,2022,756,489900,https://www.cars.com/vehicledetail/22d230c7-47dc-44e3-bbf6-c3e883bfa81c/
491,Ferrari,F8 Spider Base,2022,961,489900,https://www.cars.com/vehicledetail/685e63f0-a4a0-4041-9299-c25365e60471/
492,Ferrari,488 Pista Base,2019,9939,489900,https://www.cars.com/vehicledetail/0ec70419-7643-414a-a980-6a8bca2121a5/
493,Ferrari,F8 Spider,2022,982,489900,https://www.cars.com/vehicledetail/fb6b3245-09b0-4d47-9706-9e89be493140/
494,Ferrari,488 Pista Base,2020,3458,489900,https://www.cars.com/vehicledetail/fbe4aefb-0559-4074-bb34-ec7a1cdd73fc/
495,Mercedes-Benz,SLR McLaren,2009,929,489888,https://www.cars.com/vehicledetail/de8b3393-d3a6-465a-9b6a-67453449e2b3/
496,Ferrari,F8 Spider Base,2021,3540,489888,https://www.cars.com/vehicledetail/c1dd4ff8-5368-4017-a001-72297ae8bc6c/
497,Ferrari,F8 Spider Base,2021,1159,489000,https://www.cars.com/vehicledetail/a32f0511-d9fb-41f4-ba3a-a8279ad0cf7e/
498,Ferrari,488 Pista Base,2019,3168,489000,https://www.cars.com/vehicledetail/37291e13-e8c6-4927-b0a6-9eeacb6bc0ed/
499,Ferrari,F8 Spider Base,2022,1299,489000,https://www.cars.com/vehicledetail/ebdaf63f-3017-427a-8531-13dd40d6462b/
500,Rolls-Royce,Phantom Drophead Coupe Drophead,2013,2958,488880,https://www.cars.com/vehicledetail/318ce928-d73c-4049-af9a-cd3ca4e25e03/
501,Rolls-Royce,Cullinan Base,2022,3100,488500,https://www.cars.com/vehicledetail/a82cd5b1-af09-4e2f-8176-0cc227d696b9/
502,Rolls-Royce,Cullinan BADGE,2023,1432,485000,https://www.cars.com/vehicledetail/09fcae27-a781-4d78-91d5-1edb5c05732c/
504,Ford,GT Base,2006,27,485000,https://www.cars.com/vehicledetail/a292e03c-3a5c-4310-a92a-0e562442e317/
505,Ferrari,F8 Spider Base,2022,951,484900,https://www.cars.com/vehicledetail/9845dd67-e5ba-44fb-81df-937e6e0826fb/
506,Mercedes-Benz,AMG GT BS,2021,28,484421,https://www.cars.com/vehicledetail/186a5797-6333-4510-bfc0-e3c58bf047fb/
507,Ferrari,F8 Spider Base,2022,1122,482999,https://www.cars.com/vehicledetail/1e24d323-f8dc-40aa-b48a-2b6d526fbfef/
508,Lamborghini,Huracan Performante,2018,238,482900,https://www.cars.com/vehicledetail/2c99c39c-3571-490c-9152-8adf5365d62a/
509,Rolls-Royce,Cullinan 4 SEATER,2023,152,479999,https://www.cars.com/vehicledetail/ab81dd24-0c4f-46d2-ab75-440c9cacab9c/
510,Rolls-Royce,Cullinan,2023,118,479996,https://www.cars.com/vehicledetail/52923ee8-a040-4187-a266-3ad584fa563b/
511,Rolls-Royce,Cullinan,2023,981,479996,https://www.cars.com/vehicledetail/657612d6-b716-4f4c-92d3-fcbf2c921003/
512,Ferrari,F8 Spider Base,2023,499,479995,https://www.cars.com/vehicledetail/f280d0fa-f7b4-4c25-8e00-5201f590bb39/
513,Cadillac,Escalade ESV Sport,2021,4283,479995,https://www.cars.com/vehicledetail/1741a686-a06a-47e7-b836-ee308a6cca9d/
514,Ferrari,F8 Spider Base,2021,2536,479995,https://www.cars.com/vehicledetail/84a2595f-1508-4451-b961-8a3030f80a04/
515,Ferrari,F8 Spider Base,2022,4173,479995,https://www.cars.com/vehicledetail/c0eb4647-aa0d-4c21-bb97-5907ebe8eb12/
516,Porsche,911 R,2016,8390,479991,https://www.cars.com/vehicledetail/f4761336-34f2-412f-a457-1c998d4822d5/
517,Rolls-Royce,Phantom EWB,2018,14088,479990,https://www.cars.com/vehicledetail/ab5d4af9-2dce-4ab0-9958-73445895c087/
518,Lamborghini,Huracan STO Base,2021,1291,479900,https://www.cars.com/vehicledetail/f87c1ccf-3283-429d-be23-7875decdd830/
519,Ford,GT Base,2005,476,479900,https://www.cars.com/vehicledetail/fa000fff-3aa7-43d4-8ede-44d8ecf2721e/
520,Ferrari,F8 Spider Base,2022,226,479900,https://www.cars.com/vehicledetail/cc2f4280-51fc-460a-8b90-7d51abd9bb7d/
521,Ferrari,F8 Spider Base,2021,1485,479900,https://www.cars.com/vehicledetail/3201bf52-8401-4b19-b3a2-37f0ff2e8c93/
522,Ferrari,F8 Spider Base,2021,630,479900,https://www.cars.com/vehicledetail/edce3d3f-c405-4a4d-87d5-c28380902ca5/
523,Ferrari,F8 Spider Base,2021,3856,479900,https://www.cars.com/vehicledetail/dfab3f8d-a7da-4d38-aab8-2a8b11111fd4/
524,Ferrari,F8 Spider Base,2022,654,479900,https://www.cars.com/vehicledetail/a217544a-9313-4c1f-a54b-00b3f41e6022/
525,Ferrari,F8 Spider Base,2022,976,479900,https://www.cars.com/vehicledetail/75c50313-16fd-4883-9491-802d62d7eee1/
526,Ferrari,F8 Spider Base,2022,1072,479900,https://www.cars.com/vehicledetail/9ec7632c-ea06-4f21-a0d3-586e067f62b0/
527,Ferrari,F8 Spider Base,2022,1245,479900,https://www.cars.com/vehicledetail/7a9ff0f7-a8ac-49a7-bb7f-5a94171c6f64/
528,Ferrari,296 GTB Base,2022,141,479900,https://www.cars.com/vehicledetail/a4f38d64-fae3-42ee-9e40-bbacf9e23926/
529,Porsche,911 R,2016,2657,479800,https://www.cars.com/vehicledetail/795fcdf6-a5b7-45b5-ac50-f0330e12453f/
530,Ferrari,F8 Spider Base,2021,1276,479800,https://www.cars.com/vehicledetail/2c4d6f3c-c9e5-40ab-9813-5cba9f603b5b/
531,McLaren,765LT Base,2021,6464,479800,https://www.cars.com/vehicledetail/4d43e576-6484-4e4c-9f2f-b2cf902f349c/
532,Lamborghini,Huracan STO,2022,404,479500,https://www.cars.com/vehicledetail/a2e37d4d-f689-44b9-912a-6c2723cc12b6/
533,Ferrari,F8 Spider Convertible,2021,3685,479000,https://www.cars.com/vehicledetail/e68ecbaf-4cce-4486-98eb-f8a88a39ae43/
534,Ferrari,296 GTB Base,2022,400,479000,https://www.cars.com/vehicledetail/6f485f39-8e80-478c-b79d-8a937b06d673/
535,Rolls-Royce,Cullinan Black Badge,2023,1191,477950,https://www.cars.com/vehicledetail/f0bd2de1-199f-4df4-9651-e1184dd7b365/
536,Ferrari,F8 Spider Convertible,2021,2728,475000,https://www.cars.com/vehicledetail/44c2599d-b385-4b77-8df0-3b0e3f14eb67/
537,Mercedes-Benz,AMG GT BS,2021,150,475000,https://www.cars.com/vehicledetail/d7ca9776-467f-45f7-84da-c29adb8ec54b/
538,Rolls-Royce,Cullinan Base,2021,2393,474996,https://www.cars.com/vehicledetail/d447e2ff-fd53-430b-936a-54ee97d7fb87/
539,Ferrari,F8 Spider Base,2021,1457,474991,https://www.cars.com/vehicledetail/00959eed-f441-458c-bd5e-94b21eab116c/
540,Ferrari,F8 Spider Base,2022,2010,474500,https://www.cars.com/vehicledetail/d51ef591-10d6-495a-ac48-a5949441e426/
541,Rolls-Royce,Cullinan BADGE,2023,592,473800,https://www.cars.com/vehicledetail/c915eac3-0eb4-4c71-a472-ef6b3152c03e/
542,Lamborghini,Aventador S Base,2018,8819,473500,https://www.cars.com/vehicledetail/069184a8-1192-4560-b292-13486d437db6/
543,McLaren,765LT Base,2021,3347,472000,https://www.cars.com/vehicledetail/fe8ac337-3526-4a1b-8051-cd3f3f966616/
544,Ferrari,F8 Spider Convertible,2022,1647,470000,https://www.cars.com/vehicledetail/85420a67-bb9d-43e3-85d5-b4ce125cbe9f/
547,Ferrari,SF90 Spider Convertible,2022,903,850000,https://www.cars.com/vehicledetail/e210acf9-4378-4eef-aa82-9ec6164f7f56/
548,Lamborghini,Aventador SVJ SVJ,2020,2618,829991,https://www.cars.com/vehicledetail/3ccdeb8f-3d85-45fe-91f9-ef84c7a3acba/
549,Ferrari,812 GTS Base,2021,3867,599900,https://www.cars.com/vehicledetail/2bd6e566-8647-46c1-b419-388fe0f58b5a/
550,Ferrari,Dino 246 GT,1972,78416,599900,https://www.cars.com/vehicledetail/f153dc90-d1de-4977-b441-6ee89ae175b1/
551,Ferrari,812 GTS Base,2021,2216,599900,https://www.cars.com/vehicledetail/8cecaccc-214d-48ba-9fdf-4074a022b0f4/
552,Porsche,911 R,2016,48,599900,https://www.cars.com/vehicledetail/d5db932c-6e50-4b16-9f6b-b38314241d5f/
553,Ferrari,296 GTB Base,2023,2824,599900,https://www.cars.com/vehicledetail/803b1f7b-3a62-4602-8025-2436b906c3e0/
554,Ferrari,F8 Spider Base,2022,868,489900,https://www.cars.com/vehicledetail/096b378a-324b-49ad-b01a-58ba251c4798/
555,Lamborghini,Huracan STO Base,2023,357,470000,https://www.cars.com/vehicledetail/0b7fa48b-b7da-4972-a4dc-782bac157fa1/
556,Ferrari,488 Pista Base,2020,10050,469999,https://www.cars.com/vehicledetail/5d4ab77c-b723-4a7e-a4f6-038723cbbfa1/
557,Rolls-Royce,Cullinan BADGE,2023,1085,469999,https://www.cars.com/vehicledetail/2b88f5ab-3bef-45b0-90de-fb87c015bddb/
558,Rolls-Royce,Phantom,2021,4321,469998,https://www.cars.com/vehicledetail/5d855cb5-a9ba-4551-aa75-0ca3aa350d3f/
559,McLaren,765LT Base,2021,2860,469995,https://www.cars.com/vehicledetail/483502b7-8862-402e-80f1-6a2dc5b78f19/
560,Rolls-Royce,Cullinan X,2023,459,469995,https://www.cars.com/vehicledetail/43a1437b-9998-4cc2-86ea-347b5ae8ea4a/
561,Ferrari,812 Superfast Base,2019,2200,469995,https://www.cars.com/vehicledetail/5e4e4cc1-85b6-4b73-8ce9-a73ac92cbc36/
562,Porsche,911 GT3 RS,2004,2274,469995,https://www.cars.com/vehicledetail/3b4c8d77-3d4c-4879-9e1b-44e265313318/
563,Ferrari,F8 Spider Base,2021,1428,469988,https://www.cars.com/vehicledetail/8cb89b9c-4a34-4039-ba8c-0e426d69d90d/
564,Ferrari,F8 Spider Base,2021,355,469985,https://www.cars.com/vehicledetail/4cfd491a-5f48-44a0-9a37-7d08addd36ab/
565,Porsche,911 GT3 RS,2023,152,469900,https://www.cars.com/vehicledetail/44bbe5fd-ea8d-4069-a19e-16f9f18bc371/
566,Ferrari,F8 Spider,2021,5139,469900,https://www.cars.com/vehicledetail/146014c2-fe0c-4c94-b5ed-039e532e377c/
567,McLaren,765LT,2021,3302,469900,https://www.cars.com/vehicledetail/b6bb0910-4734-4d6a-addf-af5b3bb3c6bc/
568,Mercedes-Benz,AMG G 63 4x4 Squared,2023,25,469799,https://www.cars.com/vehicledetail/07cca830-7128-43d3-aec3-17ef91b6bfdb/
569,Ferrari,F8 Spider Base,2022,625,469000,https://www.cars.com/vehicledetail/4655478e-7572-44a4-9326-0cd7aba1bdd9/
570,Ferrari,296 GTB Base,2022,997,469000,https://www.cars.com/vehicledetail/7d518212-8daf-44a1-be57-194f3393a78a/
571,Ferrari,F8 Tributo Base,2022,1245,469000,https://www.cars.com/vehicledetail/4624de1b-4c40-4872-9d8b-33555de3c836/
572,Ferrari,F8 Spider Base,2021,3854,468795,https://www.cars.com/vehicledetail/753fa1b9-7ba3-47cc-96a2-9314554e53cf/
573,Rolls-Royce,Cullinan,2022,8349,467995,https://www.cars.com/vehicledetail/730084af-abc8-42fa-859f-3e5299fe4dd1/
574,Ferrari,F8 Spider Base,2022,3560,467000,https://www.cars.com/vehicledetail/5bb7f1aa-d0d6-4f70-926d-fb868b0b4474/
575,Mercedes-Benz,AMG G 63 G 63 AMG 4x4 Squared,2023,23,465900,https://www.cars.com/vehicledetail/cccc85f6-4897-4467-a991-d547b7205a9f/
576,Rolls-Royce,Cullinan Cullinan,2022,11861,465000,https://www.cars.com/vehicledetail/36b5ec75-f197-4b7a-bbdc-eaca6c91c20e/
577,Ferrari,812 Superfast Base,2019,2217,465000,https://www.cars.com/vehicledetail/1a036186-8408-47e0-a3ce-c05f6dbe3d1e/
578,Ferrari,F8 Spider Base,2022,353,464995,https://www.cars.com/vehicledetail/09a3826a-ed26-43b1-a347-9190af51803f/
579,Ferrari,F8 Spider Base,2022,2119,464991,https://www.cars.com/vehicledetail/4b050946-2241-4576-9811-b2767f87f30a/
580,Ferrari,F8 Spider Base,2022,5186,464990,https://www.cars.com/vehicledetail/88ae623e-b287-41c6-aa03-b2ab1c798c6e/
581,Lamborghini,Huracan STO,2022,41,464533,https://www.cars.com/vehicledetail/b3f0e2d0-1347-4f38-bc5e-d1e58037aed7/
582,Rolls-Royce,Cullinan,2023,3105,463996,https://www.cars.com/vehicledetail/f8bfb52f-a04b-4a6c-9852-d9fcc5ba571d/
583,Ferrari,F8 Spider Base,2022,1404,461990,https://www.cars.com/vehicledetail/b238688f-b48a-4ba5-a3e5-2f14a1232acd/
584,Rolls-Royce,Cullinan,2022,5223,460000,https://www.cars.com/vehicledetail/1e98fa27-d256-4e08-aee8-002478f70235/
585,Ferrari,296 GTB Base,2022,164,460000,https://www.cars.com/vehicledetail/f1bdc7a2-4be9-4142-9e18-33203b258cd6/
586,Rolls-Royce,Cullinan,2022,1451,459999,https://www.cars.com/vehicledetail/eedba210-d552-4038-87bc-9c6f95592827/
587,Ferrari,488 Pista Base,2019,15842,459999,https://www.cars.com/vehicledetail/c4c7ac4e-90b1-4d67-b74f-6558fe833c8c/
588,Rolls-Royce,Cullinan 4 SEATER,2023,2745,459998,https://www.cars.com/vehicledetail/f79e40ad-57b4-491e-8860-23e46a7bd2ef/
589,Ferrari,812 Superfast Base,2020,5803,459998,https://www.cars.com/vehicledetail/ed5a1d65-686f-4c87-99da-e75f62fa3177/
590,Ferrari,F8 Spider Base,2021,2010,459996,https://www.cars.com/vehicledetail/684c6d6f-6cdc-4bc3-9676-4da4b303b1c5/
591,Ferrari,F8 Spider Base,2021,7407,459995,https://www.cars.com/vehicledetail/ed9e806e-0378-4b71-885f-68bcc7961d74/
592,Rolls-Royce,Cullinan,2023,2011,459990,https://www.cars.com/vehicledetail/54b167f3-fd4e-4c8f-91df-9a151a324342/
593,Porsche,911 GT3 RS,2011,13443,459990,https://www.cars.com/vehicledetail/9ac270e6-182d-4254-9dbc-7921ef4b5386/
594,Ferrari,296 GTB Base,2022,509,459985,https://www.cars.com/vehicledetail/d50d451a-52f4-41ef-a97a-852262f0edcb/
595,Ferrari,F8 Tributo Base,2022,188,459900,https://www.cars.com/vehicledetail/cb26d8eb-3335-404b-9eaa-189a2359f005/
596,Rolls-Royce,Cullinan,2023,1111,459875,https://www.cars.com/vehicledetail/233fb412-778b-47d4-bac1-11a3428c5bc3/
597,Porsche,911,1991,1800,1299995,https://www.cars.com/vehicledetail/80d64dc4-73c4-4a35-bbb3-7b0e4082c1e7/
599,Porsche,911 Carrera,1996,5315,849999,https://www.cars.com/vehicledetail/ade1bc6c-adab-4362-956b-849fd5cc6d97/
600,Ford,GT Base,2006,88,699999,https://www.cars.com/vehicledetail/23bd0080-4913-4a6c-b240-468aaa16527b/
601,Lamborghini,Aventador S,2020,805,619990,https://www.cars.com/vehicledetail/86838df9-8e53-4f13-a84d-d9b35c997203/
602,Ferrari,F8 Spider Base,2022,42,519800,https://www.cars.com/vehicledetail/5a408d28-adfd-4f65-9624-576d28c823b8/
603,Mercedes-Benz,AMG G 63 4x4 Squared,2022,1702,499000,https://www.cars.com/vehicledetail/a47c49d0-e297-46eb-bcf6-9ac8267d87ff/
604,McLaren,720S Performance,2021,888,459989,https://www.cars.com/vehicledetail/1ba80dad-afbb-4788-95b1-c306b036bad2/
605,Lamborghini,Aventador S Base,2018,8900,459000,https://www.cars.com/vehicledetail/0b2ee9b8-9264-4625-aef9-34bcd445fdf0/
606,Ferrari,F8 Spider Base,2022,600,459000,https://www.cars.com/vehicledetail/d08ae2e5-91ee-4a18-8676-98eb4c9300bc/
607,Lamborghini,Aventador LP750-4 Superveloce,2016,23846,459000,https://www.cars.com/vehicledetail/d07537cf-dfb1-493e-bd37-ac9109125c90/
608,Rolls-Royce,Phantom Phantom,2021,8302,458488,https://www.cars.com/vehicledetail/edcaec68-4e55-4215-aebe-638ecc6b34dc/
609,Lamborghini,Huracan STO,2023,1024,457951,https://www.cars.com/vehicledetail/854ca490-3f01-4d9a-92f4-55c87e73b89a/
610,Ferrari,F8 Spider Base,2022,1650,456590,https://www.cars.com/vehicledetail/b1313c72-fbd3-4d97-b7ef-8ece82e72155/
611,Rolls-Royce,Cullinan,2022,6585,455982,https://www.cars.com/vehicledetail/26e619fb-4260-4b94-88b7-9affc1fa465b/
612,Ferrari,812 Superfast Base,2020,1575,454900,https://www.cars.com/vehicledetail/0b8a49d9-7f27-4cc5-a05d-0c5fcab8e1f2/
614,Rolls-Royce,Cullinan BADGE,2023,5277,452981,https://www.cars.com/vehicledetail/98f1a8ef-c8ea-4d19-88e7-427ed1bd5521/
615,Ferrari,Dino,1971,75916,450990,https://www.cars.com/vehicledetail/c7037886-8d92-43fe-8282-e9ca356fee2a/
616,Lamborghini,Diablo VT,1995,3900,450000,https://www.cars.com/vehicledetail/7eae631c-3f91-499a-beb2-240456bb52cf/
617,Rolls-Royce,Cullinan,2022,9232,449999,https://www.cars.com/vehicledetail/def3f304-7161-4d62-878a-02dbaa8d5c5f/
